handle,kol_name,user_id,post_id,created_at,text,hashtags,urls,url
zerohedge,ZeroHedge,18856867,2057110625529020811,2026-05-20T14:46:07+00:00,"Oil Prices Extend Decline After The Largest Crude Inventory Drawdown In History, Cushing 'Tank Bottoms' Loom https://t.co/bRsOwR0Vxm",[],"[{""display_url"": ""zerohedge.com/energy/oil-pri…"", ""expanded_url"": ""https://www.zerohedge.com/energy/oil-prices-extend-decline-after-huge-inventory-draws-record-spr-drain"", ""indices"": [109, 132], ""url"": ""https://t.co/bRsOwR0Vxm""}]",https://x.com/zerohedge/status/2057110625529020811
zerohedge,ZeroHedge,18856867,2057110239841755278,2026-05-20T14:44:35+00:00,"While Iran is dealing with shut-ins, the US will soon see shut downs: Cushing 5mm away from tank bottoms https://t.co/SZrFwO31HH",[],[],https://x.com/zerohedge/status/2057110239841755278
zerohedge,ZeroHedge,18856867,2057109477208277222,2026-05-20T14:41:33+00:00,*US CRUDE INVENTORIES INCLUDING SPR DROP BY MOST ON RECORD: EIA,[],[],https://x.com/zerohedge/status/2057109477208277222
zerohedge,ZeroHedge,18856867,2057109225675915717,2026-05-20T14:40:33+00:00,"The US SPR drained a record 9.9 million barrels in the past week.

10% of the US strategic reserve has been drained since the war started, mostly via exports to Asia https://t.co/5bkOTF9fXT",[],[],https://x.com/zerohedge/status/2057109225675915717
zerohedge,ZeroHedge,18856867,2057108864605069727,2026-05-20T14:39:07+00:00,"Oil Prices Extend Decline After Huge Inventory Draws, Record SPR Drain https://t.co/bRsOwR0Vxm",[],"[{""display_url"": ""zerohedge.com/energy/oil-pri…"", ""expanded_url"": ""https://www.zerohedge.com/energy/oil-prices-extend-decline-after-huge-inventory-draws-record-spr-drain"", ""indices"": [71, 94], ""url"": ""https://t.co/bRsOwR0Vxm""}]",https://x.com/zerohedge/status/2057108864605069727
zerohedge,ZeroHedge,18856867,2057107494715920776,2026-05-20T14:33:40+00:00,"Crude -7.863MM, Exp. -2.5MM
Gasoline -1.548MM
Distillates +372K
Cushing -1.604MM

Production -8kb/d
SPR drain 9.92MM",[],[],https://x.com/zerohedge/status/2057107494715920776
zerohedge,ZeroHedge,18856867,2057106597873147951,2026-05-20T14:30:06+00:00,Crude Tumbles As Pakistan Hints 'Final Draft' Iran Peace Agreement Is Imminent https://t.co/9OKnmffd8X,[],"[{""display_url"": ""zerohedge.com/geopolitical/i…"", ""expanded_url"": ""https://www.zerohedge.com/geopolitical/iran-warns-will-take-war-beyond-region-if-trump-restarts-attacks"", ""indices"": [79, 102], ""url"": ""https://t.co/9OKnmffd8X""}]",https://x.com/zerohedge/status/2057106597873147951
zerohedge,ZeroHedge,18856867,2057104836059885942,2026-05-20T14:23:06+00:00,Financial Conditions Are About To Get Much Tighter https://t.co/N33VVzCn3x,[],"[{""display_url"": ""zerohedge.com/markets/financ…"", ""expanded_url"": ""https://www.zerohedge.com/markets/financial-conditions-are-about-get-much-tighter"", ""indices"": [51, 74], ""url"": ""https://t.co/N33VVzCn3x""}]",https://x.com/zerohedge/status/2057104836059885942
zerohedge,ZeroHedge,18856867,2057104528915284205,2026-05-20T14:21:53+00:00,will the final draft be identical to the first draft as neither side has budged on anything at all?,[],[],https://x.com/zerohedge/status/2057104528915284205
zerohedge,ZeroHedge,18856867,2057104057907495328,2026-05-20T14:20:01+00:00,"Pakistani Army Chief may visit Iran tomorrow to announce achievement of final draft of agreement text. Next round of negotiations will be held in Islamabad after Hajj season: Al Hadath  

https://t.co/r87xcp00uL",[],"[{""display_url"": ""x.com/Alhadath_Brk/s…"", ""expanded_url"": ""https://x.com/Alhadath_Brk/status/2057102545319796845"", ""indices"": [188, 211], ""url"": ""https://t.co/r87xcp00uL""}]",https://x.com/zerohedge/status/2057104057907495328
elonmusk,Elon Musk,44196397,2057106652739080533,2026-05-20T14:30:19+00:00,RT @TheRabbitHole: In the context of police shootings: Black victims get ~9x the coverage of White victims. https://t.co/mzpfLkinuG,[],[],https://x.com/elonmusk/status/2057106652739080533
elonmusk,Elon Musk,44196397,2057106602608787669,2026-05-20T14:30:07+00:00,"RT @XFreeze: Elon Musk on how ridiculously small we are compared to the Sun:

“We are like a dust mote compared to the Sun

All of human ci…",[],[],https://x.com/elonmusk/status/2057106602608787669
elonmusk,Elon Musk,44196397,2057106187938853180,2026-05-20T14:28:29+00:00,Amazing price for performance!,[],[],https://x.com/elonmusk/status/2057106187938853180
elonmusk,Elon Musk,44196397,2057105921910907104,2026-05-20T14:27:25+00:00,Absolutely,[],[],https://x.com/elonmusk/status/2057105921910907104
elonmusk,Elon Musk,44196397,2057105819800604998,2026-05-20T14:27:01+00:00,"RT @morganlinton: Very cool - Grok Build is clearly getting better by the day. Two nights ago I ran an overnight build and it failed.

Last…",[],[],https://x.com/elonmusk/status/2057105819800604998
elonmusk,Elon Musk,44196397,2057105681707409412,2026-05-20T14:26:28+00:00,"This poor boy was running away from someone who stabbed him &amp; stole his phone, but the police in the UK attacked him instead of his murderer!",[],[],https://x.com/elonmusk/status/2057105681707409412
elonmusk,Elon Musk,44196397,2057104618774249506,2026-05-20T14:22:14+00:00,"Has any action been taken against the police officers who handcuffed this boy and made him bleed to death in the street?

Who are they?

 https://t.co/EkfCZcFNYD",[],"[{""display_url"": ""x.com/i/grok/share/d…"", ""expanded_url"": ""https://x.com/i/grok/share/d3d2dadb8d1e47f78b54439032739ca8"", ""indices"": [138, 161], ""url"": ""https://t.co/EkfCZcFNYD""}]",https://x.com/elonmusk/status/2057104618774249506
elonmusk,Elon Musk,44196397,2057102855774052717,2026-05-20T14:15:14+00:00,"RT @GilesUdy: As a Soviet historian who has spent years writing about the extreme, repressive control Soviet Communism exercised over its u…",[],[],https://x.com/elonmusk/status/2057102855774052717
elonmusk,Elon Musk,44196397,2057101983451058667,2026-05-20T14:11:46+00:00,"RT @TheRabbitHole: The top 1%:
- Make 22.4% of income
- Provide 40.4% of income taxes https://t.co/KZqAXCSlDI",[],[],https://x.com/elonmusk/status/2057101983451058667
elonmusk,Elon Musk,44196397,2057100234795491806,2026-05-20T14:04:49+00:00,Yes,[],[],https://x.com/elonmusk/status/2057100234795491806
elonmusk,Elon Musk,44196397,2057100043581337889,2026-05-20T14:04:04+00:00,That is the goal,[],[],https://x.com/elonmusk/status/2057100043581337889
elonmusk,Elon Musk,44196397,2057099637165785543,2026-05-20T14:02:27+00:00,True,[],[],https://x.com/elonmusk/status/2057099637165785543
elonmusk,Elon Musk,44196397,2057098554045579372,2026-05-20T13:58:08+00:00,"RT @cb_doge: Elon Musk on the legacy of Tesla, Edison, and Ford:

""Nikola Tesla is a major inspiration, but Edison also did impressive work…",[],[],https://x.com/elonmusk/status/2057098554045579372
elonmusk,Elon Musk,44196397,2057098340081471844,2026-05-20T13:57:17+00:00,True,[],[],https://x.com/elonmusk/status/2057098340081471844
elonmusk,Elon Musk,44196397,2056990443578261785,2026-05-20T06:48:33+00:00,"RT @AlecStapp: Had always heard that the “replacement level” total fertility rate is 2.1 children per woman, but didn’t realize this was th…",[],[],https://x.com/elonmusk/status/2056990443578261785
elonmusk,Elon Musk,44196397,2056989428858720538,2026-05-20T06:44:31+00:00,"RT @yunta_tsai: When editing a video with Grok Build, you could actually annotate the layout of a video frame and instruct Grok to make a c…",[],[],https://x.com/elonmusk/status/2056989428858720538
elonmusk,Elon Musk,44196397,2056988940666888473,2026-05-20T06:42:35+00:00,RT @ArthurMacwaters: Starship aesthetic is unparalleled https://t.co/SpfwxHhi2Y,[],[],https://x.com/elonmusk/status/2056988940666888473
elonmusk,Elon Musk,44196397,2056988120089072038,2026-05-20T06:39:19+00:00,RT @Tesla_Asia: A beautiful day for a Tesla group wedding in Shanghai💍❤️ https://t.co/GxtfOZptNX,[],[],https://x.com/elonmusk/status/2056988120089072038
elonmusk,Elon Musk,44196397,2056988047913418827,2026-05-20T06:39:02+00:00,"RT @BrianAtlas: A study done on 361,645 job applications in almost 30 countries over the last 40 years discovered the hiring bias in societ…",[],[],https://x.com/elonmusk/status/2056988047913418827
elonmusk,Elon Musk,44196397,2056987697059950689,2026-05-20T06:37:38+00:00,RT @TheRabbitHole: Innocents matter more then criminals https://t.co/qRdBoGgP3k,[],[],https://x.com/elonmusk/status/2056987697059950689
DeItaone,Walter Bloomberg,2704294333,2057121075796865235,2026-05-20T15:27:38+00:00,"YIELD ON 10-YR U.S. TREASURY NOTE LAST DOWN 8.2 BASIS POINTS AT 4.588%

US TREASURY YIELDS FALL AS US-IRAN DEAL SEEN CLOSER, 2-YEAR YIELD LAST DOWN 7.8 BASIS POINTS AT 4.045%",[],[],https://x.com/DeItaone/status/2057121075796865235
DeItaone,Walter Bloomberg,2704294333,2057120825828844010,2026-05-20T15:26:38+00:00,FORMER CUBAN PRESIDENT RAUL CASTRO HAS BEEN INDICTED IN THE UNITED STATES -SENIOR TRUMP ADMINISTRATION OFFICIAL,[],[],https://x.com/DeItaone/status/2057120825828844010
DeItaone,Walter Bloomberg,2704294333,2057119013424009222,2026-05-20T15:19:26+00:00,US 10-YEAR YIELD FALLS 10 BASIS POINTS ON DAY TO 4.56%,[],[],https://x.com/DeItaone/status/2057119013424009222
DeItaone,Walter Bloomberg,2704294333,2057118918897029391,2026-05-20T15:19:04+00:00,"IRAN CLAIMS CONTROL OVER STRAIT OF HORMUZ SECURITY

An Iranian official says 26 oil tankers and vessels transited the Strait of Hormuz safely under monitoring by the Islamic Revolutionary Guard Corps (IRGC).

The official added that maritime traffic is coordinated with IRGC oversight and described Gulf security as a “red line” for Iran.",[],[],https://x.com/DeItaone/status/2057118918897029391
DeItaone,Walter Bloomberg,2704294333,2057118742253883895,2026-05-20T15:18:22+00:00,"OIL CRUDE FUTURES EXTEND LOSSES, PRICES DOWN AROUND 7%",[],[],https://x.com/DeItaone/status/2057118742253883895
DeItaone,Walter Bloomberg,2704294333,2057118576218120646,2026-05-20T15:17:42+00:00,"TRUMP SAYS US IN 'FINAL STAGES' OF TALKS WITH IRAN: POOL REPORT

TRUMP SAYS 'WE'LL SEE WHAT HAPPENS' W/ IRAN: POOL REPORT",[],[],https://x.com/DeItaone/status/2057118576218120646
DeItaone,Walter Bloomberg,2704294333,2057118230330687923,2026-05-20T15:16:20+00:00,TRUMP SAYS US IN 'FINAL STAGES' OF TALKS WITH IRAN: POOL REPORT,[],[],https://x.com/DeItaone/status/2057118230330687923
DeItaone,Walter Bloomberg,2704294333,2057113159752618448,2026-05-20T14:56:11+00:00,"ISRAEL MILITARY ON HIGHEST ALERT OVER IRAN TENSIONS

Israel army chief Lt. Col. Eyal Zamir says the military is at its highest alert level amid escalating threats linked to the Iran conflict.

The warning follows Iranian Revolutionary Guard threats of regional escalation and U.S. signals of possible renewed strikes if no peace deal is reached.",[],[],https://x.com/DeItaone/status/2057113159752618448
DeItaone,Walter Bloomberg,2704294333,2057112116281106840,2026-05-20T14:52:02+00:00,"TARIFF REFUNDS SEEN AS DISINFLATIONARY BOOST

BofA Securities says tariff refunds could act as a modest disinflationary force by cushioning higher energy and shipping costs for importers.

The bank adds that any consumer impact is likely to come through slower price increases rather than direct cash benefits.",[],[],https://x.com/DeItaone/status/2057112116281106840
DeItaone,Walter Bloomberg,2704294333,2057111539862085725,2026-05-20T14:49:45+00:00,TRUMP ON CUBA: WE WILL NOT REST UNTIL PEOPLE OF CUBA ONCE AGAIN HAVE FREEDOM,[],[],https://x.com/DeItaone/status/2057111539862085725
DeItaone,Walter Bloomberg,2704294333,2057111465216155760,2026-05-20T14:49:27+00:00,"TRUMP ON CUBA: AMERICA WILL NOT TOLERATE A ROGUE STATE WITH HOSTILE FOREIGN MILITARY, INTELLIGENCE AND TERROR OPERATIONS JUST NINETY MILES FROM U.S.",[],[],https://x.com/DeItaone/status/2057111465216155760
DeItaone,Walter Bloomberg,2704294333,2057110799856878020,2026-05-20T14:46:48+00:00,"🇪🇺ECB SET FOR JUNE HIKE, JULY MOVE UNCERTAIN

Sources say the European Central Bank is close to sealing a June rate hike decision, driven by persistent energy-driven inflation near 3%, well above its 2% target.

However, officials are expected to avoid committing to a July follow-up, citing weak growth, uncertain energy prices, and limited signs of second-round inflation effects.

While markets price multiple future hikes, policymakers see scope to pause after June and reassess in September, depending on inflation and geopolitical developments.",[],[],https://x.com/DeItaone/status/2057110799856878020
DeItaone,Walter Bloomberg,2704294333,2057110627319996741,2026-05-20T14:46:07+00:00,"ECB RATE HIKE VERY LIKELY IN JUNE AS INFLATION OUTLOOK MOVING TOWARDS ADVERSE SCENARIO, SOURCES SAY",[],[],https://x.com/DeItaone/status/2057110627319996741
DeItaone,Walter Bloomberg,2704294333,2057109932940366031,2026-05-20T14:43:21+00:00,"INFLATIONARY SHOCKS REDUCE U.S. TREASURYS' SAFE-HAVEN STATUS: NOMURA ASSET MANAGEMENT INTERNATIONAL

U.S. TREASURYS CAN BEHAVE MORE LIKE RISK ASSETS DURING INFLATIONARY SHOCKS: NOMURA ASSET MANAGEMENT INTERNATIONAL

JUMP IN ENERGY COSTS EFFECTIVELY REMOVES PROSPECT OF NEAR-TERM FED RATE CUTS -- INTERVIEW",[],[],https://x.com/DeItaone/status/2057109932940366031
DeItaone,Walter Bloomberg,2704294333,2057109583349350564,2026-05-20T14:41:58+00:00,🚨 *US CRUDE INVENTORIES INCLUDING SPR DROP BY MOST ON RECORD: EIA,[],[],https://x.com/DeItaone/status/2057109583349350564
DeItaone,Walter Bloomberg,2704294333,2057107585132626403,2026-05-20T14:34:02+00:00,"U.S. DIESEL FUTURES EXTEND LOSSES, DOWN 3.8%, AFTER EIA STORAGE REPORT

U.S. GASOLINE FUTURES LOSSES, DOWN 3.5%, AFTER EIA STORAGE REPORT",[],[],https://x.com/DeItaone/status/2057107585132626403
DeItaone,Walter Bloomberg,2704294333,2057107449513947287,2026-05-20T14:33:29+00:00,"BRENT CRUDE FUTURES EXTEND LOSSES, DOWN 4.3%, AFTER EIA STORAGE REPORT

U.S. CRUDE FUTURES EXTEND LOSSES, DOWN 4.1%, AFTER EIA STORAGE REPORT",[],[],https://x.com/DeItaone/status/2057107449513947287
DeItaone,Walter Bloomberg,2704294333,2057107113218920901,2026-05-20T14:32:09+00:00,SPOT SILVER  RISES OVER 3% TO $76.34/OZ,[],[],https://x.com/DeItaone/status/2057107113218920901
DeItaone,Walter Bloomberg,2704294333,2057106874705522718,2026-05-20T14:31:12+00:00,"U.S. STOCKS EXTEND GAINS, NASDAQ UP 1.00%",[],[],https://x.com/DeItaone/status/2057106874705522718
DeItaone,Walter Bloomberg,2704294333,2057106647714066874,2026-05-20T14:30:18+00:00,DOE: US CRUDE OIL STOCKS -7.863M BBL IN WK; SEEN -3M BBL,[],[],https://x.com/DeItaone/status/2057106647714066874
realDonaldTrump,Donald j. Trump,25073877,2056827052851105947,2026-05-19T19:59:18+00:00,"Horrible Congressman Thomas Massie put out an old Endorsement, from many years ago, of him by me long before I found out that he was the Worst Congressman in the History of our Country. I endorsed Ed Gallrein, a true American Patriot, which Massie knows full well, so the statement that he put out is fraudulent, just like HE is fraudulent. WITHDRAW YOUR FAKE STATEMENT, MASSIE, RIGHT NOW! President DONALD J. TRUMP",[],[],https://x.com/realDonaldTrump/status/2056827052851105947
realDonaldTrump,Donald j. Trump,25073877,2028505632123326484,2026-03-02T16:20:05+00:00,https://t.co/uAxTGrJisv,[],[],https://x.com/realDonaldTrump/status/2028505632123326484
realDonaldTrump,Donald j. Trump,25073877,2027651077865157033,2026-02-28T07:44:23+00:00,https://t.co/BZuJDudLej,[],[],https://x.com/realDonaldTrump/status/2027651077865157033
realDonaldTrump,Donald j. Trump,25073877,2018512054379004088,2026-02-03T02:29:10+00:00,"RT @DanScavino: On behalf of Erin and me, thank you to everyone for the love and support we've received. We both had an unforgettable weddi…",[],[],https://x.com/realDonaldTrump/status/2018512054379004088
realDonaldTrump,Donald j. Trump,25073877,2018466683707625610,2026-02-02T23:28:53+00:00,"RT @THR: Box Office: ‘Melania’ Heads for $8 Million Opening, the Best Showing in a Decade for a Doc https://t.co/2FKjEMRoxW",[],"[{""display_url"": ""hollywoodreporter.com/movies/movie-n…"", ""expanded_url"": ""https://www.hollywoodreporter.com/movies/movie-news/box-office-melania-opening-weekend-1236490092/?taid=697e89790d6a0400013245c2&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter"", ""indices"": [100, 123], ""url"": ""https://t.co/2FKjEMRoxW""}]",https://x.com/realDonaldTrump/status/2018466683707625610
realDonaldTrump,Donald j. Trump,25073877,2018466659422687405,2026-02-02T23:28:47+00:00,"RT @FoxNews: RECORD BREAKER: “Melania,” a documentary following the first lady in the 20 days before President Trump’s second inauguration,…",[],[],https://x.com/realDonaldTrump/status/2018466659422687405
realDonaldTrump,Donald j. Trump,25073877,2017675831116521939,2026-01-31T19:06:19+00:00,"RT @MELANIATRUMP: MELANIA, the film.
#1 Highest Opening In 10 Yrs (Doc)
Loved By All - “A” CinemaScore https://t.co/HTVM0Cu2Jv",[],[],https://x.com/realDonaldTrump/status/2017675831116521939
realDonaldTrump,Donald j. Trump,25073877,2017417980594827718,2026-01-31T02:01:43+00:00,"Last night I saw, “MELANIA,” for the second time. The audience loved it, and so do I. Check it out — A MUST SEE! https://t.co/rjwd5Appkv",[],"[{""display_url"": ""amazon.com/salp/melaniamo…"", ""expanded_url"": ""https://www.amazon.com/salp/melaniamovie?hhf"", ""indices"": [113, 136], ""url"": ""https://t.co/rjwd5Appkv""}]",https://x.com/realDonaldTrump/status/2017417980594827718
realDonaldTrump,Donald j. Trump,25073877,2015833393917747502,2026-01-26T17:05:08+00:00,"MELANIA, the Movie, is a MUST WATCH. Get your tickets today — Selling out, FAST!

Photo: Regine Mahaux
https://t.co/rjwd5Appkv https://t.co/vFpXfV0Mg0",[],"[{""display_url"": ""amazon.com/salp/melaniamo…"", ""expanded_url"": ""https://www.amazon.com/salp/melaniamovie?hhf"", ""indices"": [103, 126], ""url"": ""https://t.co/rjwd5Appkv""}]",https://x.com/realDonaldTrump/status/2015833393917747502
realDonaldTrump,Donald j. Trump,25073877,2014874759473828043,2026-01-24T01:35:51+00:00,I have been briefed on the Record Cold Wave and Historic Winter Storm that will be hitting much of the United States this weekend. The Trump Administration is coordinating with State and Local Officials. FEMA is fully prepared to respond. Stay Safe and Stay Warm! President DJT,[],[],https://x.com/realDonaldTrump/status/2014874759473828043
realDonaldTrump,Donald j. Trump,25073877,2014772963719991311,2026-01-23T18:51:21+00:00,"COUNTDOWN: 7 Days until the World will witness an unforgettable, behind-the-scenes, look at one of the most important events of our time.

MELANIA: TWENTY DAYS TO HISTORY:
https://t.co/rjwd5Appkv https://t.co/AHD0rn1M7C",[],"[{""display_url"": ""amazon.com/salp/melaniamo…"", ""expanded_url"": ""https://www.amazon.com/salp/melaniamovie?hhf"", ""indices"": [172, 195], ""url"": ""https://t.co/rjwd5Appkv""}]",https://x.com/realDonaldTrump/status/2014772963719991311
realDonaldTrump,Donald j. Trump,25073877,2004012442427277591,2025-12-25T02:12:53+00:00,"Merry Christmas to all, including the Radical Left Scum that is doing everything possible to destroy our Country, but are failing badly. We no longer have Open Borders, Men in Women’s Sports, Transgender for Everyone, or Weak Law Enforcement. What we do have is a Record Stock Market and 401K’s, Lowest Crime numbers in decades, No Inflation, and yesterday, a 4.3 GDP, two points better than expected. Tariffs have given us Trillions of Dollars in Growth and Prosperity, and the strongest National Security we have ever had. We are respected again, perhaps like never before. God Bless America!!! President DJT",[],[],https://x.com/realDonaldTrump/status/2004012442427277591
realDonaldTrump,Donald j. Trump,25073877,2003565251816554746,2025-12-23T20:35:55+00:00,"THE TRUMP KENNEDY CENTER HONORS will be broadcast tonight, on CBS, and Stream on Paramount+. Tune in at 8 P.M. EST! At the request of the Board, and just about everybody else in America, I am hosting the event. Tell me what you think of my “Master of Ceremony” abilities. If really good, would you like me to leave the Presidency in order to make “hosting” a full time job? We will be honoring true GREATS in the History of Entertainment: Sylvester Stallone, Michael Crawford, KISS, George Strait, and Gloria Gaynor.",[],[],https://x.com/realDonaldTrump/status/2003565251816554746
realDonaldTrump,Donald j. Trump,25073877,1995898845134303294,2025-12-02T16:52:21+00:00,"I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE for a phenomenal Candidate and MAGA Warrior, Matt Van Epps! You can win this Election for Matt, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!
 
TN-07: Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your voting location and hours at: https://t.co/saCiO9NLKx",[],"[{""display_url"": ""swampthevoteusa.com/tennessee/"", ""expanded_url"": ""https://swampthevoteusa.com/tennessee/"", ""indices"": [623, 646], ""url"": ""https://t.co/saCiO9NLKx""}]",https://x.com/realDonaldTrump/status/1995898845134303294
realDonaldTrump,Donald j. Trump,25073877,1995676855651664182,2025-12-02T02:10:14+00:00,"I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE TOMORROW for a phenomenal Candidate, Matt Van Epps, on Election Day, Tuesday, December 2nd! You can win this Election for MAGA Warrior Matt Van Epps, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!
 
TN-07: Polls open in all Counties no later than 9:00 A.M., but some open as early as 7:00 A.M. Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE! Election Day is TOMORROW, December 2nd. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your voting location and hours at:
https://t.co/saCiO9NLKx",[],"[{""display_url"": ""swampthevoteusa.com/tennessee/"", ""expanded_url"": ""https://swampthevoteusa.com/tennessee/"", ""indices"": [805, 828], ""url"": ""https://t.co/saCiO9NLKx""}]",https://x.com/realDonaldTrump/status/1995676855651664182
realDonaldTrump,Donald j. Trump,25073877,1994760100376891748,2025-11-29T13:27:23+00:00,"To all Airlines, Pilots, Drug Dealers, and Human Traffickers, please consider THE AIRSPACE ABOVE AND SURROUNDING VENEZUELA TO BE CLOSED IN ITS ENTIRETY. Thank you for your attention to this matter! PRESIDENT DONALD J. TRUMP",[],[],https://x.com/realDonaldTrump/status/1994760100376891748
realDonaldTrump,Donald j. Trump,25073877,1994438728237064270,2025-11-28T16:10:22+00:00,"The United States did not attend the G20 in South Africa, because the South African Government refuses to acknowledge or address the horrific Human Right Abuses endured by Afrikaners, and other descendants of Dutch, French, and German settlers. To put it more bluntly, they are killing white people, and randomly allowing their farms to be taken from them. Perhaps, worst of all, the soon to be out of business New York Times and the Fake News Media won’t issue a word against this genocide. That’s why all the Liars and Pretenders of the Radical Left Media are going out of business! At the conclusion of the G20, South Africa refused to hand off the G20 Presidency to a Senior Representative from our U.S. Embassy, who attended the Closing Ceremony. Therefore, at my direction, South Africa will NOT be receiving an invitation to the 2026 G20, which will be hosted in the Great City of Miami, Florida next year. South Africa has demonstrated to the World they are not a country worthy of Membership anywhere, and we are going to stop all payments and subsidies to them, effective immediately. Thank you for your attention to this matter!",[],[],https://x.com/realDonaldTrump/status/1994438728237064270
